popularity,title,artist,year,decade,original_vocal,categories,social_singing,version,vibe_tag,theme_tag,theme_labels,songID
114,Meet Virginia,Train,1996,90s,Male,"Pop, Pop Rock, Alternative Rock, Electronic",,,,,,Meet VirginiaTrain
114,Something to Talk About,Bonnie Raitt,1991,90s,Female,"Pop, Blues, Country, Blues Rock",,,,,,Something to Talk AboutBonnie Raitt
113,Collide,Howie Day,2003,2000s,Male,"Rock, Alternative Rock",,,,,,CollideHowie Day
113,Dixieland Delight,Alabama,1983,80s,Male,"Country, Country Pop, Alt-Country",,,,4th-of-july,"Country Roads, Block Party",Dixieland DelightAlabama
113,The Freshman,Verve Pipe,1999,90s,Male,"Pop, Pop Rock, Post-Grunge, Alternative Rock, Indie Rock",,,,,,The FreshmanVerve Pipe
113,The One I Loved Back Then,George Jones,1989,80s,Male,"Country, Americana, Outlaw Country",,,,,,The One I Loved Back ThenGeorge Jones
113,The Ride,David Allan Coe,1983,80s,Male,"Country, Americana, Outlaw Country",,,,,,The RideDavid Allan Coe
112,Beautiful,Christina Aguilera,2002,2000s,Female,"Pop, Dance-Pop",,,Diva Moment,,,BeautifulChristina Aguilera
112,Dicked Down in Dallas,Trey Lewis,2020,2020s,Male,Country,,,,,,Dicked Down in DallasTrey Lewis
112,It's a Long Way to the Top,AC/DC,1979,70s,Male,"Rock, Classic Rock, Rock & Roll, Hard Rock, Blues Rock",,,Dad Rock,,,It's a Long Way to the TopAC/DC
112,Midnight in Montgomery,Alan Jackson,1991,90s,Male,"Country, Country Pop, Country Rock",,,,,,Midnight in MontgomeryAlan Jackson
112,Misery Business,Paramore,2007,2000s,Female,"Rock, Pop Rock, Alternative Rock, Pop Punk, Emo",,with vocals,,,,Misery BusinessParamore
112,Big River,Johnny Cash,1971,70s,Male,"Country, Americana, Outlaw Country, Blues, Folk",,,,,,Big RiverJohnny Cash
111,Alone,Heart,1987,80s,Female,"Rock, Pop Rock, Classic Rock, Hard Rock",,,"Power Ballad, Dad Rock",,,AloneHeart
111,Wasted on You,Morgan Wallen,2021,2020s,Male,"Country, Contemporary Country, Country Pop",,,,,,Wasted on YouMorgan Wallen
111,You Can Leave Your Hat On,Joe Cocker,1986,80s,Male,"Pop, Pop Rock, Adult Contemporary, Classic Rock",,,,,,You Can Leave Your Hat OnJoe Cocker
111,Zombie,Bad Wolves,2018,2010s,Male,"Metal, Heavy Metal, Alternative Metal",,,,,,ZombieBad Wolves
111,Gettin' You Home (the Black Dress Song),Chris Young,2009,2000s,Male,"Country, Contemporary Country, Country Pop",,,,,,Gettin' You Home (the Black Dress Song)Chris Young
110,A Whole New World (Chiptune Remix),Aladdin,,,Mixed,"Musical Theatre, Show Tune, Disney, Soundtrack",,Disney,,,,A Whole New World (Chiptune Remix)Aladdin
110,Achy Breaky Heart,Billy Ray Cyrus,1992,90s,Male,"Country, Country Pop, Country Rock",,,"Guilty Pleasure, One-Hit Wonder",,,Achy Breaky HeartBilly Ray Cyrus
110,Chasing Cars,Snow Patrol,2005,2000s,Male,"Pop, Pop Rock, Alternative Rock, Indie Rock",,,,,,Chasing CarsSnow Patrol
110,Don't Let Me Down,The Beatles,1987,80s,Male,"Pop, Pop Rock, Classic Rock, Britpop",,,,,,Don't Let Me DownThe Beatles
110,Here Without You,3 Doors Down,2000,2000s,Male,"Rock, Pop Rock, Hard Rock, Alternative Rock, Alternative Metal",,,Dad Rock,,,Here Without You3 Doors Down
110,Independence Day,Martina McBride,1993,90s,Female,"Country, Country Pop, Bluegrass",,,,4th-of-july,Patriotic Staples,Independence DayMartina McBride
110,Into the Great Wide Open,Tom Petty,1996,90s,Male,"Rock, Pop Rock, Heartland Rock, Southern Rock",,,Dad Rock,,,Into the Great Wide OpenTom Petty
110,Look at You Girl,Chris LeDoux,1992,90s,Male,Country,,,,,,Look at You GirlChris LeDoux
110,Part of Your World,The Little Mermaid,1989,80s,Female,"Musical Theatre, Show Tune, Disney, Soundtrack",,Disney,,,,Part of Your WorldThe Little Mermaid
110,Take It on the Run,REO Speedwagon,1980,80s,Male,"Pop, Pop Rock, Soft Rock, Classic Rock",,,Dad Rock,,,Take It on the RunREO Speedwagon
110,The Curse of the Blackened Eye,Orville Peck,2022,2020s,Male,"Country, Alt-Country, Alternative Rock, Indie Rock",,,,,,The Curse of the Blackened EyeOrville Peck
110,The Middle,Jimmy Eat World,2001,2000s,Male,"Rock, Pop Rock, Alternative Rock, Pop Punk, Emo",,,,may-the-4th,,The MiddleJimmy Eat World
110,Young and Beautiful,Lana Del Rey,2013,2010s,Female,"Pop, Indie Pop, Folk Pop, Singer-Songwriter, Rock",,,,,,Young and BeautifulLana Del Rey
109,Angel From Montgomery,Bonnie Raitt,1974,70s,Female,"Pop, Country, Classic Rock, Blues Rock",,,,,,Angel From MontgomeryBonnie Raitt
109,Bad Romance,Lady Gaga,2010,2010s,Female,"Pop, Dance-Pop, Electropop, Pop Rock",,,Diva Moment,,,Bad RomanceLady Gaga
109,Brand New Girlfriend,Steve Holy,2006,2000s,Male,Country,,,,,,Brand New GirlfriendSteve Holy
109,Broken,Seether,2002,2000s,Mixed,"Rock, Hard Rock, Post-Grunge, Alternative Metal",Duets,,,,,BrokenSeether
109,Heart Shaped Box,Nirvana,1993,90s,Male,"Rock, Grunge, Alternative Rock, Alternative Metal, Punk",,,,,,Heart Shaped BoxNirvana
109,It's Too Late,Carole King,1971,70s,Female,"Pop, Pop Rock, Folk, Singer-Songwriter",,,Breakup Anthem,,,It's Too LateCarole King
109,Jar of Hearts,Christina Perri,2010,2010s,Female,"Pop, Adult Contemporary, Singer-Songwriter",,,Breakup Anthem,,,Jar of HeartsChristina Perri
109,Paralyzer,Finger Eleven,2007,2000s,Male,"Rock, Hard Rock, Post-Grunge, Heavy Metal, Alternative Metal",,with vocals,,,,ParalyzerFinger Eleven
109,She Will Be Loved,Maroon 5,2005,2000s,Male,"Rock, Pop Rock, Alternative Rock, Indie Rock",,,,,,She Will Be LovedMaroon 5
109,You're So Vain,Carly Simon,1972,70s,Female,"Pop, Pop Rock, Country Pop, Classic Rock",,,Breakup Anthem,,,You're So VainCarly Simon
109,Drift Away,Uncle Kracker & Dobie Gray,2003,2000s,Male,Rock,,,,,,Drift AwayUncle Kracker & Dobie Gray
109,Sweet Child o' Mine,Guns N' Roses,1992,90s,Male,"Rock, Classic Rock, Hard Rock, Glam Metal, Heavy Metal, Punk Rock",,,Dad Rock,,,Sweet Child o' MineGuns N' Roses
108,About a Girl,Nirvana,1994,90s,Male,"Rock, Grunge, Alternative Rock, Alternative Metal, Punk",,,,,,About a GirlNirvana
108,Closer,Nine Inch Nails,2000,2000s,Male,"Rock, Alternative Rock, Industrial Rock, Electronic",,,,,,CloserNine Inch Nails
108,Easy,The Commodores,1984,80s,Male,"Pop, Soul, R&B, Funk, Disco",,,,,,EasyThe Commodores
108,Heaven,DJ Sammy & Yanou featuring Do,2002,2000s,Mixed,Electronic,,,,,,HeavenDJ Sammy & Yanou featuring Do
108,Nobody,Sylvia,1982,80s,Female,"Country, Country Pop, Soft Rock",,,,,,NobodySylvia
108,One Headlight,The Wallflowers,2021,2020s,Male,Punk,,,,,,One HeadlightThe Wallflowers
108,Proud Mary,Ike & Tina Turner,1976,70s,Mixed,"Blues, Soul, Funk",,,Diva Moment,,,Proud MaryIke & Tina Turner
108,Sister Golden Hair,America,1977,70s,Male,"Pop, Soft Rock, Folk Rock, Classic Rock",,,,,,Sister Golden HairAmerica
108,Something Bout a Truck,Kip Moore,2011,2010s,Male,Country,,,,,,Something Bout a TruckKip Moore
108,Tainted Love,Soft Cell,1981,80s,Male,"Pop, Dance-Pop, Electropop, Blues, Rock",,,One-Hit Wonder,,,Tainted LoveSoft Cell
108,When You Were Young,The Killers,2006,2000s,Male,"Pop, Pop Rock, Heartland Rock, Alternative Rock, Indie Rock, Garage Rock",,,,,,When You Were YoungThe Killers
108,White Liar,Miranda Lambert,2009,2000s,Female,Modern Country,,,,,,White LiarMiranda Lambert
107,Ball and Chain,Social Distortion,1990,90s,Male,"Rock, Rock & Roll, Hard Rock, Punk, Punk Rock",,,,,,Ball and ChainSocial Distortion
107,Bruises,Train,2018,2010s,Male,"Rock, Pop Rock, Alternative Rock",,,,,,BruisesTrain
107,Burning Down the House,Talking Heads,1983,80s,Male,Rock,,,,,,Burning Down the HouseTalking Heads
107,Fat Bottomed Girls,Queen,1981,80s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock",,,Dad Rock,,,Fat Bottomed GirlsQueen
107,Fishin' in the Dark,The Nitty Gritty Dirt Band,1991,90s,Male,"Country, Country Rock, Bluegrass, Folk, Folk Rock",,,,4th-of-july,"Country Roads, Summer Cookout",Fishin' in the DarkThe Nitty Gritty Dirt Band
107,Hurricane,Luke Combs,2015,2010s,Male,"Country, Contemporary Country, Country Pop",,,,,,HurricaneLuke Combs
107,Shoop,Salt-N-Pepa,1993,90s,Female,"Pop, Hip-Hop, Pop Rap, Electronic",,,,,,ShoopSalt-N-Pepa
107,The Way,Fastball,1998,90s,Male,"Pop, Pop Rock, Folk Rock, Alternative Rock",,,,,,The WayFastball
107,Unchained Melody,Righteous Brothers,1994,90s,Male,"Pop, R&B",,,,,,Unchained MelodyRighteous Brothers
106,A Thousand Years,Christina Perri,2011,2010s,Female,"Pop, Alternative Rock",,,,,,A Thousand YearsChristina Perri
106,Bartender,Lady A (formerly Lady Antebellum),2014,2010s,Mixed,"Country, Contemporary Country, Country Pop",,,,,,BartenderLady A (formerly Lady Antebellum)
106,Brand New Key,Melanie,1996,90s,Female,"Pop, Folk Pop, Folk, Singer-Songwriter",,,,,,Brand New KeyMelanie
106,Cadillac Ranch,Chris LeDoux,1992,90s,Male,"Country, Country Rock",,,,,,Cadillac RanchChris LeDoux
106,Can You Feel the Love Tonight,Elton John,1994,90s,Male,"Pop, Pop Rock, Singer-Songwriter, Hard Rock",,,,,,Can You Feel the Love TonightElton John
106,The Nearness of You,Norah Jones,2002,2000s,Female,"Pop, Adult Contemporary, Jazz, Blues",,,,,,The Nearness of YouNorah Jones
106,Wherever You Will Go,The Calling,2001,2000s,Male,"Rock, Pop Rock, Post-Grunge, Alternative Rock",,Radio,,,,Wherever You Will GoThe Calling
105,Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,2004,2000s,Mixed,"Soul, Contemporary R&B, Funk, Motown",,,,,,Ain't No Mountain High EnoughMarvin Gaye & Tammi Terrell
105,Ain't That a Kick in the Head,Dean Martin,1967,60s,Male,"Pop, Traditional Pop, Vocal Jazz, Jazz",,,,,,Ain't That a Kick in the HeadDean Martin
105,Chantilly Lace,The Big Bopper,1977,70s,Male,Pop,,,,,,Chantilly LaceThe Big Bopper
105,Hey There Delilah,Plain White T's,2005,2000s,Male,"Rock, Pop Punk, Alternative Rock",,,,,,Hey There DelilahPlain White T's
105,It's All Coming Back to Me Now,Céline Dion,1996,90s,Female,"Pop, Dance-Pop, Adult Contemporary, Soft Rock, Contemporary R&B",,,Diva Moment,,,It's All Coming Back to Me NowCéline Dion
105,Kerosene,Miranda Lambert,2005,2000s,Female,"Country, Contemporary Country, Modern Country, Alt-Country, Americana",,,,,,KeroseneMiranda Lambert
105,Lady,Little River Band,1978,70s,Male,Rock,,,,,,LadyLittle River Band
105,Possum Kingdom,Toadies,1994,90s,Male,"Rock, Alternative Rock",,,,,,Possum KingdomToadies
105,Smoke Two Joints,Sublime,1992,90s,Male,"Pop, Punk, Alternative Rock, Ska, Reggae",,,,,,Smoke Two JointsSublime
105,Soul to Squeeze,Red Hot Chili Peppers,1991,90s,Male,"Rock, Alternative Rock, Pop, Heavy Metal",,,,,,Soul to SqueezeRed Hot Chili Peppers
104,40oz. to Freedom,Sublime,1997,90s,Male,"Punk, Punk Rock, Ska, Alternative Rock, Reggae",,,,4th-of-july,Freedom Rock,40oz. to FreedomSublime
104,Austin,Blake Shelton,2001,2000s,Male,"Country, Contemporary Country, Country Pop, Bluegrass",,,,,,AustinBlake Shelton
104,Bed of Roses,Bon Jovi,1992,90s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Glam Metal",,,"Power Ballad, Dad Rock",,,Bed of RosesBon Jovi
104,Beer for My Horses (karaoke mix),Toby Keith & Willie Nelson,2003,2000s,Male,"Country, Contemporary Country, Country Pop, Blues, Singer-Songwriter",,Karaoke Mix,,4th-of-july,Country Roads,Beer for My Horses (karaoke mix)Toby Keith & Willie Nelson
104,Blank Space,I Prevail,2014,2010s,Male,Punk,,,,,,Blank SpaceI Prevail
104,Blue Suede Shoes,Elvis Presley,1988,80s,Male,"Pop, Pop Rock, Country, Rock & Roll",,,,,,Blue Suede ShoesElvis Presley
104,Have Mercy,The Judds,1985,80s,Female,Country,,,,,,Have MercyThe Judds
104,People Are Crazy,Billy Currington,2008,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop",,,,,,People Are CrazyBilly Currington
104,Prop Me Up Beside the Jukebox,Joe Diffie,1994,90s,Male,Country,,,,,,Prop Me Up Beside the JukeboxJoe Diffie
104,Sunday Morning Coming Down,Johnny Cash,1970,70s,Male,"Country, Americana, Outlaw Country, Blues, Folk",,,,,,Sunday Morning Coming DownJohnny Cash
104,Trashy Women,Confederate Railroad,1992,90s,Male,"Country, Country Rock",,,,,,Trashy WomenConfederate Railroad
104,Turn the Page,Metallica,1998,90s,Male,"Blues, Hard Rock, Heavy Metal, Metal",,,,,,Turn the PageMetallica
104,When Doves Cry,Prince,1984,80s,Male,"Pop, Dance-Pop, Pop Rock, Adult Contemporary, R&B",,,,,,When Doves CryPrince
103,A Broken Wing,Martina McBride,1997,90s,Female,"Country, Country Pop, Bluegrass, Rock",,,,,,A Broken WingMartina McBride
103,Beauty School Dropout,Frankie Avalon,1978,70s,Male,"Pop, Rock & Roll",,,,,,Beauty School DropoutFrankie Avalon
103,House of the Rising Sun,Five Finger Death Punch,2013,2010s,Male,"Rock, Hard Rock, Heavy Metal, Metal, Alternative Metal",,,,,,House of the Rising SunFive Finger Death Punch
103,I'm So Lonesome I Could Cry,Hank Williams,1972,70s,Male,"Country, Americana, Outlaw Country, Blues, Folk",,,,,,I'm So Lonesome I Could CryHank Williams
103,More Than Words,Extreme,1991,90s,Male,"Pop, Pop Rock, Hard Rock, Glam Metal, Alternative Metal",,,,,,More Than WordsExtreme
103,My Humps,The Black Eyed Peas,2005,2000s,Mixed,"Pop, Dance-Pop, Hip-Hop, Pop Rap, Electronic",,,Guilty Pleasure,,,My HumpsThe Black Eyed Peas
103,Need You Now,Lady A (formerly Lady Antebellum),2009,2000s,Mixed,"Country, Contemporary Country, Country Pop",Duets,,,,,Need You NowLady A (formerly Lady Antebellum)
103,Save a Horse (Ride a Cowboy),Big & Rich,2004,2000s,Male,"Country, Contemporary Country, Modern Country, Alt-Country, Rock",,,Guilty Pleasure,4th-of-july,"Country Roads, Block Party",Save a Horse (Ride a Cowboy)Big & Rich
102,I Had Some Help,Post Malone & Morgan Wallen,2024,2020s,Male,"Country, Country Pop",Duets,,,,,I Had Some HelpPost Malone & Morgan Wallen
102,If You Could Only See,Tonic,1996,90s,Male,"Rock, Pop Rock, Alternative Rock, Indie Rock",,,,,,If You Could Only SeeTonic
102,I'll Be,Edwin McCain,1997,90s,Male,"Pop, Pop Rock, Singer-Songwriter, Alternative Rock",,,,,,I'll BeEdwin McCain
102,She Hates Me,Puddle of Mudd,2001,2000s,Male,"Rock, Post-Grunge, Alternative Rock",,,,,,She Hates MePuddle of Mudd
102,So What,P!nk,2008,2000s,Female,"Pop, Dance-Pop, Teen Pop, Pop Rock",,,Breakup Anthem,,,So WhatP!nk
102,The Dance,Garth Brooks,1989,80s,Male,"Country, Country Pop",,,,,,The DanceGarth Brooks
102,Unwell,Matchbox Twenty,2002,2000s,Male,"Rock, Pop Rock, Alternative Rock, Emo",,,,,,UnwellMatchbox Twenty
102,Your Heart Is as Black as Night,Melody Gardot,2009,2000s,Female,"Pop, Jazz",,,,,,Your Heart Is as Black as NightMelody Gardot
102,Seven Spanish Angels,Willie Nelson & Ray Charles,1984,80s,Mixed,Country,Duets,,,,,Seven Spanish AngelsWillie Nelson & Ray Charles
101,Back to Good,Matchbox Twenty,1999,90s,Male,"Rock, Pop Rock, Post-Grunge, Alternative Rock",,,,,,Back to GoodMatchbox Twenty
101,"Burn, Burn, Burn",Zach Bryan,2022,2020s,Male,"Country, Alt-Country, Americana",,,,,,"Burn, Burn, BurnZach Bryan"
101,Buy Me a Boat,Chris Janson,2015,2010s,Male,"Country, Contemporary Country",,,,,,Buy Me a BoatChris Janson
101,Just Give Me a Reason,P!nk ft. Nate Ruess,2013,2010s,Female,Pop,Duets,,,,,Just Give Me a ReasonP!nk ft. Nate Ruess
101,Love Me Dead,Ludo,2008,2000s,Male,"Rock, Indie Rock",,,,,,Love Me DeadLudo
101,Sweating Bullets,Megadeth,1993,90s,Male,"Rock, Hard Rock, Heavy Metal, Metal",,,,,,Sweating BulletsMegadeth
101,Twentysomething,Jamie Cullum,2003,2000s,Male,Jazz,,,,,,TwentysomethingJamie Cullum
100,Cumbersome,Seven Mary Three,1994,90s,Male,"Country, Country Rock, Hard Rock, Grunge, Post-Grunge, Alternative Rock",,,,,,CumbersomeSeven Mary Three
100,Deeper Than the Holler,Randy Travis,1988,80s,Male,"Country, Country Pop, Americana",,,,,,Deeper Than the HollerRandy Travis
100,If I Ain't Got You,Alicia Keys,2004,2000s,Female,"Pop, Soul, R&B, Contemporary R&B, Hip-Hop",,,Diva Moment,,,If I Ain't Got YouAlicia Keys
100,Jumper,Third Eye Blind,1997,90s,Male,"Rock, Pop Rock, Post-Grunge, Alternative Rock",,,,,,JumperThird Eye Blind
100,Mother,Danzig,1988,80s,Male,"Rock, Hard Rock, Heavy Metal, Alternative Metal, Alternative Rock",,,,,,MotherDanzig
100,My Sacrifice,Creed,2001,2000s,Male,"Rock, Post-Grunge, Alternative Rock",,,Dad Rock,,,My SacrificeCreed
100,One Man Band,Old Dominion,2019,2010s,Male,"Country, Country Pop",,,,,,One Man BandOld Dominion
100,Radioactive,Imagine Dragons,2012,2010s,Male,"Pop, Electropop, Pop Rock, Alternative Rock, Indie Rock",,,,,,RadioactiveImagine Dragons
100,Rich Girl,Daryl Hall & John Oates,1976,70s,Male,"Pop, Dance-Pop, Pop Rock, Adult Contemporary, Soul, Yacht Rock",,,,,,Rich GirlDaryl Hall & John Oates
100,The Fightin' Side of Me,Merle Haggard,1972,70s,Male,"Country, Americana, Outlaw Country, Singer-Songwriter",,,,,,The Fightin' Side of MeMerle Haggard
100,Wildflowers and Wild Horses,Lainey Wilson,2022,2020s,Female,"Country, Contemporary Country, Country Pop",,,,,,Wildflowers and Wild HorsesLainey Wilson
100,Yesterday,The Beatles,1965,60s,Male,"Pop, Pop Rock, Classic Rock",,,,,,YesterdayThe Beatles
99,A Little Dive Bar in Dahlonega,Ashley McBryde,2017,2010s,Female,"Country, Contemporary Country, Country Pop, Country Rock",,,,,,A Little Dive Bar in DahlonegaAshley McBryde
99,Delta Dawn,Tanya Tucker,1977,70s,Female,"Country, Country Pop",,,,,,Delta DawnTanya Tucker
99,Feel Good Inc.,Gorillaz,2005,2000s,Male,"Pop, Electropop, Alternative Rock, Art Pop",,,,,,Feel Good Inc.Gorillaz
99,I Drink Alone,George Thorogood & The Destroyers,1985,80s,Male,"Rock, Hard Rock, Blues Rock",,,Dad Rock,,,I Drink AloneGeorge Thorogood & The Destroyers
99,I'm a Believer,Smash Mouth,2001,2000s,Male,"Pop, Pop Rock, Pop Punk, Alternative Rock",,,,,,I'm a BelieverSmash Mouth
99,Jersey Giant,Elle King,2022,2020s,Female,"Country, Alt-Country, Pop, Indie Rock",,,,,,Jersey GiantElle King
99,Put Your Records On,Corinne Bailey Rae,2006,2000s,Female,Soul,,,,,,Put Your Records OnCorinne Bailey Rae
99,Seven Nation Army,The White Stripes,2003,2000s,Male,"Blues, Blues Rock, Alternative Rock, Indie Rock, Garage Rock",,,,may-the-4th,,Seven Nation ArmyThe White Stripes
99,Somebody to Love,Queen,1977,70s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock",,,,,,Somebody to LoveQueen
99,Sun to Me,Zach Bryan,2022,2020s,Male,"Country, Alt-Country, Americana, Blues",,,,,,Sun to MeZach Bryan
99,Toes,Zac Brown Band,2005,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop",,,,,,ToesZac Brown Band
99,Whiskey and You,Chris Stapleton,2015,2010s,Male,"Country, Contemporary Country, Americana",,,,,,Whiskey and YouChris Stapleton
98,Blue Jeans,Lana Del Rey,2011,2010s,Female,"Pop, Indie Pop, Folk Pop, Singer-Songwriter, Rock, Art Pop",,,,,,Blue JeansLana Del Rey
98,Flip Flop Fly,Blues Brothers,1980,80s,Male,Blues,,,,,,Flip Flop FlyBlues Brothers
98,I Don't Want to Set the World on Fire,The Ink Spots,1941,1940s,Male,"Pop, Jazz, Blues, Rock",,,,,,I Don't Want to Set the World on FireThe Ink Spots
98,Lady,Styx,1973,70s,Male,"Rock, Classic Rock, Hard Rock, Pop, Metal",,,"Power Ballad, Dad Rock",,,LadyStyx
98,My Funny Valentine,Michelle Pfeiffer,1989,80s,Female,Jazz,,,,,,My Funny ValentineMichelle Pfeiffer
98,Radar Love,Golden Earring,1977,70s,Male,"Rock, Pop Rock, Hard Rock, Progressive Rock, New Wave",,,,,,Radar LoveGolden Earring
98,Scotch and Soda,The Kingston Trio,1962,60s,Male,"Pop, Folk Pop, Folk",,,,,,Scotch and SodaThe Kingston Trio
98,The Night the Lights Went Out in Georgia,Reba McEntire,2025,2020s,Female,"Country, Contemporary Country, Country Pop",,,,,,The Night the Lights Went Out in GeorgiaReba McEntire
98,This Cowboy's Hat,Chris LeDoux,1982,80s,Male,Country,,,,,,This Cowboy's HatChris LeDoux
98,Why We Drink,Justin Moore,2019,2010s,Male,"Country, Contemporary Country",,,,,,Why We DrinkJustin Moore
98,Wicked Game,Chris Isaak,1989,80s,Male,"Pop, Adult Contemporary, Blues, Singer-Songwriter, Rock",,,,,,Wicked GameChris Isaak
97,Aa,Walker Hayes,2021,2020s,Male,"Country, Contemporary Country, Country Pop",,,,,,AaWalker Hayes
97,Break Down Here,Julie Roberts,2004,2000s,Female,"Country, Modern Country",,,,,,Break Down HereJulie Roberts
97,Chattahoochee,Alan Jackson,1992,90s,Male,"Country, Country Pop",,,,,,ChattahoocheeAlan Jackson
97,Country Squire,Tyler Childers,2019,2010s,Male,"Country, Alt-Country, Americana",,,,,,Country SquireTyler Childers
97,Good as You,Kane Brown,2018,2010s,Male,Pop,,,,,,Good as YouKane Brown
97,I Remember Everything,Zach Bryan,2023,2020s,Mixed,"Country, Alt-Country, Americana, Pop, Alternative Rock",Duets,,,,,I Remember EverythingZach Bryan
97,November Rain,Guns N' Roses,1991,90s,Male,"Rock, Classic Rock, Hard Rock, Glam Metal, Heavy Metal, Punk Rock",,,"Power Ballad, Dad Rock",,,November RainGuns N' Roses
97,Old Number Seven,The Devil Makes Three,2002,2000s,Male,"Country, Alt-Country, Americana, Folk, Rock",,,,,,Old Number SevenThe Devil Makes Three
97,Slow Hand,Conway Twitty,1982,80s,Male,"Country, Americana, Outlaw Country",,,,,,Slow HandConway Twitty
97,Take Me Down,The Pretty Reckless,2016,2010s,Female,"Rock, Hard Rock",,,,,,Take Me DownThe Pretty Reckless
97,Warning,Incubus,2001,2000s,Male,"Rock, Pop Rock, Alternative Rock, Alternative Metal",,,,,,WarningIncubus
97,Whipping Post,The Allman Brothers Band,1989,80s,Male,"Rock, Classic Rock, Southern Rock",,,Dad Rock,,,Whipping PostThe Allman Brothers Band
97,Whiskey Glasses,Morgan Wallen,2016,2010s,Male,"Country, Contemporary Country, Country Pop",,,,,,Whiskey GlassesMorgan Wallen
97,Why'd You Only Call Me When You're High?,Arctic Monkeys,2013,2010s,Male,"Rock, Alternative Rock, Indie Rock, Garage Rock, Pop",,,,,,Why'd You Only Call Me When You're High?Arctic Monkeys
97,Wide Open Spaces,The Chicks (formerly The Dixie Chicks),1998,90s,Female,Country,,,,,,Wide Open SpacesThe Chicks (formerly The Dixie Chicks)
97,"Wine, Beer, Whiskey",Little Big Town,2020,2020s,Female,Country,,,,4th-of-july,"Country Roads, Summer Cookout","Wine, Beer, WhiskeyLittle Big Town"
96,Give It Away,Red Hot Chili Peppers,1991,90s,Male,"Rock, Pop Rock, Alternative Rock, Funk",,,,,,Give It AwayRed Hot Chili Peppers
96,Longhaired Redneck,David Allan Coe,1976,70s,Male,"Country, Americana, Outlaw Country",,,,,,Longhaired RedneckDavid Allan Coe
96,Man in the Box,Alice in Chains,1992,90s,Male,"Rock, Hard Rock, Alternative Rock, Glam Metal, Alternative Metal",,,,,,Man in the BoxAlice in Chains
96,Motorcycle,Colter Wall,2017,2010s,Male,Country,,,,,,MotorcycleColter Wall
96,No More Mr. Nice Guy,Alice Cooper,1997,90s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Garage Rock",,,Dad Rock,,,No More Mr. Nice GuyAlice Cooper
96,Paint Me a Birmingham,Tracy Lawrence,2003,2000s,Male,"Country, Contemporary Country, Country Pop",,,,,,Paint Me a BirminghamTracy Lawrence
96,Royals,Lorde,2012,2010s,Female,"Pop, Electropop, Indie Pop, Folk Pop, Singer-Songwriter",,,,,,RoyalsLorde
96,Shadows of the Night,Pat Benatar,1982,80s,Female,"Rock, Pop Rock, Classic Rock, Hard Rock",,,,,,Shadows of the NightPat Benatar
96,The Spins,Mac Miller,2010,2010s,Male,Hip-Hop,,,,,,The SpinsMac Miller
96,Too Sweet,Hozier,2024,2020s,Male,"Pop, Indie Pop, Pop Rock, Folk Pop, Singer-Songwriter",,,,,,Too SweetHozier
96,Tribute,Tenacious D,1999,90s,Male,"Comedy, Novelty",,,,,,TributeTenacious D
96,Who's Your Daddy?,Toby Keith,2002,2000s,Male,"Country, Contemporary Country, Country Pop",,,,,,Who's Your Daddy?Toby Keith
96,You May Be Right,Billy Joel,1980,80s,Male,"Pop, Pop Rock, Singer-Songwriter, Classic Rock",,,,,,You May Be RightBilly Joel
95,All Your'n,Tyler Childers,2019,2010s,Male,"Country, Alt-Country, Americana",,,,,,All Your'nTyler Childers
95,Boot Scootin' Boogie,Brooks & Dunn,1991,90s,Male,"Country, Country Pop",,,,,,Boot Scootin' BoogieBrooks & Dunn
95,Boulevard of Broken Dreams,Green Day,2004,2000s,Male,"Rock, Pop Rock, Alternative Rock, Punk",,,,,,Boulevard of Broken DreamsGreen Day
95,I Try,Macy Gray,1999,90s,Female,"Pop, Soul, R&B, Contemporary R&B, Hip-Hop",,,,,,I TryMacy Gray
95,It's Been Awhile,Staind,2001,2000s,Male,"Rock, Alternative Rock, Hard Rock, Grunge, Alternative Metal",,,,,,It's Been AwhileStaind
95,Sangria,Blake Shelton,2014,2010s,Male,"Country, Contemporary Country, Country Pop",,,,,,SangriaBlake Shelton
95,When I Was Your Man,Bruno Mars,2012,2010s,Male,"Pop, Dance-Pop, Adult Contemporary, Soul, Rock",,,,,,When I Was Your ManBruno Mars
94,Billionaire,Travie McCoy ft. Bruno Mars,2010,2010s,Male,"Pop, R&B",,,,,,BillionaireTravie McCoy ft. Bruno Mars
94,Careless Whisper,Wham!,1991,90s,Male,"Pop, Dance-Pop, Synth-Pop",,,,,,Careless WhisperWham!
94,Pour Me,Trick Pony,2000,2000s,Female,Country,,,,,,Pour MeTrick Pony
94,Sweet Transvestite,Rocky Horror Picture Show,1975,70s,Male,"Musical Theatre, Show Tune, Soundtrack",,,,,,Sweet TransvestiteRocky Horror Picture Show
94,Tearin' Up My Heart,*NSYNC,1997,90s,Male,"Pop, Dance-Pop, Teen Pop, R&B",,,Boy Band,,,Tearin' Up My Heart*NSYNC
