popularity,title,artist,year,decade,original_vocal,categories,social_singing,version,vibe_tag,theme_tag,theme_labels,songID
94,The Man Who Sold the World,Nirvana,1994,90s,Male,"Rock, Grunge, Alternative Rock, Alternative Metal, Punk",,,,,,The Man Who Sold the WorldNirvana
94,Who Wouldn't Wanna Be Me,Keith Urban,2002,2000s,Male,"Country, Contemporary Country, Country Pop, Electropop, Pop Rock",,,,,,Who Wouldn't Wanna Be MeKeith Urban
93,Mustang Sally,Wilson Pickett,1966,60s,Male,"Pop, Blues, Soul, Classic Rock",,,,,,Mustang SallyWilson Pickett
93,One and Only,Adele,2011,2010s,Female,"Pop, Dance-Pop, Soul, R&B",,,Diva Moment,,,One and OnlyAdele
93,Operator,Jim Croce,1995,90s,Male,Folk,,,,,,OperatorJim Croce
93,Peace Sells,Megadeth,1986,80s,Male,"Rock, Hard Rock, Heavy Metal, Metal",,,,,,Peace SellsMegadeth
93,She Won't Be Lonely Long,Clay Walker,2009,2000s,Male,"Country, Contemporary Country, Country Pop",,,,,,She Won't Be Lonely LongClay Walker
93,Take Me to Church,Hozier,2014,2010s,Male,"Pop, Indie Pop, Pop Rock, Folk Pop, Singer-Songwriter",,,,,,Take Me to ChurchHozier
93,Time After Time,Cyndi Lauper,1984,80s,Female,"Pop, Dance-Pop, Pop Rock, Adult Contemporary, Blues",,,,,,Time After TimeCyndi Lauper
92,All Along the Watchtower,Jimi Hendrix,1971,70s,Male,"Rock, Classic Rock, Hard Rock, Blues Rock, Psychedelic Rock",,,Dad Rock,,,All Along the WatchtowerJimi Hendrix
92,All Summer Long,Kid Rock,2007,2000s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Country",,,Dad Rock,4th-of-july,Summer Cookout,All Summer LongKid Rock
92,Heart of Glass,Blondie,1979,70s,Female,"Pop, Pop Rock, Disco, New Wave",,,,,,Heart of GlassBlondie
92,Here's to Us,Halestorm,2012,2010s,Female,"Rock, Hard Rock, Alternative Rock, Heavy Metal, Metal",,,,,,Here's to UsHalestorm
92,Kiss Me Deadly,Lita Ford,1988,80s,Female,"Rock, Hard Rock, Heavy Metal, Metal",,,,,,Kiss Me DeadlyLita Ford
92,Movin' Out (Anthony's Song),Billy Joel,1977,70s,Male,"Pop, Pop Rock, Singer-Songwriter, Classic Rock",,,,,,Movin' Out (Anthony's Song)Billy Joel
92,Pontoon,Little Big Town,2012,2010s,Female,"Country, Country Pop",,,,,,PontoonLittle Big Town
92,Regulate,Warren G & Nate Dogg,1994,90s,Male,"Soul, R&B, Hip-Hop, Pop Rap",,,,,,RegulateWarren G & Nate Dogg
92,Take My Breath Away,Berlin,1986,80s,Female,"Pop, Pop Rock, Adult Contemporary, Singer-Songwriter",,,,,,Take My Breath AwayBerlin
92,The Freshmen,The Verve Pipe,1992,90s,Male,"Rock, Grunge, Alternative Rock",,,,,,The FreshmenThe Verve Pipe
92,The Longest Time,Billy Joel,1983,80s,Male,"Pop, Pop Rock, Singer-Songwriter, Classic Rock",,,,,,The Longest TimeBilly Joel
92,The Wizard,Black Sabbath,1970,70s,Male,"Rock, Classic Rock, Hard Rock, Blues Rock, Heavy Metal, Metal",,,,,,The WizardBlack Sabbath
92,These Days,Rascal Flatts,2002,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop, Rock",,,,,,These DaysRascal Flatts
92,You Ain't Woman Enough to Take My Man,Loretta Lynn,1986,80s,Female,"Country, Americana, Outlaw Country",,,,,,You Ain't Woman Enough to Take My ManLoretta Lynn
92,You Should Probably Leave,Chris Stapleton,2020,2020s,Male,Country,,,,,,You Should Probably LeaveChris Stapleton
91,Blowin' Smoke,Kacey Musgraves,2013,2010s,Female,"Country, Contemporary Country, Country Pop, Country Rock",,,,,,Blowin' SmokeKacey Musgraves
91,Heading South,Zach Bryan,2019,2010s,Male,"Country, Alt-Country, Americana",,,,,,Heading SouthZach Bryan
91,Islands in the Stream,Kenny Rogers & Dolly Parton,1983,80s,Mixed,"Country, Country Pop, Bluegrass",Duets,,,,,Islands in the StreamKenny Rogers & Dolly Parton
91,Mr. Jones,Counting Crows,1995,90s,Male,"Rock, Alternative Rock",,,,,,Mr. JonesCounting Crows
90,Blaze of Glory,Bon Jovi,1992,90s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Glam Metal",,,"Power Ballad, Dad Rock",,,Blaze of GloryBon Jovi
90,Cat's in the Cradle,Harry Chapin,1974,70s,Male,"Pop, Folk, Singer-Songwriter, Classic Rock",,,,,,Cat's in the CradleHarry Chapin
90,Chandelier,Sia,2014,2010s,Female,"Pop, Dance-Pop, Electropop, Indie Pop, Art Pop",,,,,,ChandelierSia
90,I Guess That's Why They Call It the Blues,Elton John,1983,80s,Male,"Pop, Pop Rock, Singer-Songwriter, Hard Rock",,,,,,I Guess That's Why They Call It the BluesElton John
90,La Cigarra,Linda Ronstadt,1987,80s,Female,Latin,,,,,,La CigarraLinda Ronstadt
90,Love Her Madly,The Doors,1971,70s,Male,"Rock, Classic Rock, Blues Rock",,,Dad Rock,,,Love Her MadlyThe Doors
90,Love the Way You Lie,Eminem feat. Rihanna,2010,2010s,Male,Hip-Hop,,,,,,Love the Way You LieEminem feat. Rihanna
90,On the Dark Side,John Cafferty & the Beaver Brown Band,1983,80s,Male,"Pop, Classic Rock",,,,,,On the Dark SideJohn Cafferty & the Beaver Brown Band
90,On the Road Again,Willie Nelson,1980,80s,Male,"Country, Country Pop, Americana, Outlaw Country, Blues",,,,,,On the Road AgainWillie Nelson
90,Ready to Run,The Chicks (formerly The Dixie Chicks),1999,90s,Female,Country,,,,,,Ready to RunThe Chicks (formerly The Dixie Chicks)
90,Semi-Charmed Life,Third Eye Blind,1994,90s,Male,"Rock, Pop Rock, Post-Grunge, Alternative Rock, Pop Punk",,,,,,Semi-Charmed LifeThird Eye Blind
90,Some Beach,Blake Shelton,2004,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop",,,,,,Some BeachBlake Shelton
90,Surrender,Cheap Trick,1978,70s,Male,"Rock, Pop Rock, Classic Rock",,,Dad Rock,,,SurrenderCheap Trick
90,Who's Gonna Fill Their Shoes,George Jones,1985,80s,Male,"Country, Americana, Outlaw Country",,,,,,Who's Gonna Fill Their ShoesGeorge Jones
89,All I Ask,Adele,2015,2010s,Female,"Pop, Dance-Pop, Soul, R&B",,,Diva Moment,,,All I AskAdele
89,Always Remember Us This Way,Lady Gaga,2018,2010s,Female,"Pop, Dance-Pop, Soundtrack",,,Diva Moment,,,Always Remember Us This WayLady Gaga
89,Break Stuff,Limp Bizkit,2000,2000s,Male,"Pop, Pop Rock, Hip-Hop, Hard Rock, Metal, Alternative Metal",,,,,,Break StuffLimp Bizkit
89,It's Still Rock and Roll to Me,Billy Joel,1984,80s,Male,"Pop, Pop Rock, Singer-Songwriter, Classic Rock",,,,,,It's Still Rock and Roll to MeBilly Joel
89,Nothing Else Matters,Metallica,1993,90s,Male,"Rock, Hard Rock, Heavy Metal, Metal",,,Power Ballad,,,Nothing Else MattersMetallica
89,Okie From Muskogee,Merle Haggard,1989,80s,Male,"Country, Americana, Outlaw Country, Singer-Songwriter",,,,,,Okie From MuskogeeMerle Haggard
89,Old Time Rock & Roll,Bob Seger & The Silver Bullet Band,1978,70s,Male,"Pop, Pop Rock, Classic Rock, Heartland Rock",,,,,,Old Time Rock & RollBob Seger & The Silver Bullet Band
89,Starting Over,Chris Stapleton,2020,2020s,Male,"Country, Bluegrass, Southern Rock, Singer-Songwriter",,,,,,Starting OverChris Stapleton
88,Heart of Rock & Roll,Huey Lewis & The News,1988,80s,Male,"Pop, Dance-Pop, Pop Rock, Adult Contemporary",,,,,,Heart of Rock & RollHuey Lewis & The News
88,I Am the Highway,Audioslave,2002,2000s,Male,"Rock, Pop Rock, Hard Rock, Alternative Rock, Alternative Metal",,,,,,I Am the HighwayAudioslave
88,If That Ain't Country,David Allan Coe,1977,70s,Male,"Country, Americana, Outlaw Country",,,,,,If That Ain't CountryDavid Allan Coe
88,It Hurt So Bad,Susan Tedeschi,1998,90s,Female,"Blues, Blues Rock",,,,,,It Hurt So BadSusan Tedeschi
88,Leave the Pieces,The Wreckers,2006,2000s,Female,"Country, Contemporary Country, Country Pop, Folk",,,,,,Leave the PiecesThe Wreckers
88,Outside,Staind,2001,2000s,Male,"Rock, Hard Rock, Alternative Rock, Heavy Metal, Alternative Metal",,,,,,OutsideStaind
88,We Belong to the Night,Pat Benatar,1992,90s,Female,"Pop, Pop Rock, Classic Rock",,,,,,We Belong to the NightPat Benatar
88,Wish You Were Here,Pink Floyd,1999,90s,Male,"Rock, Classic Rock, Progressive Rock",,,Dad Rock,,,Wish You Were HerePink Floyd
87,Bad Company,Five Finger Death Punch,2009,2000s,Male,"Rock, Hard Rock, Heavy Metal, Metal, Nu Metal",,,,,,Bad CompanyFive Finger Death Punch
87,Black Hole Sun,Soundgarden,1994,90s,Male,"Rock, Hard Rock, Alternative Metal, Grunge, Alternative Rock, Psychedelic Rock",,,,may-the-4th,,Black Hole SunSoundgarden
87,Broken Halos,Chris Stapleton,2017,2010s,Male,Country,,,,,,Broken HalosChris Stapleton
87,California Dreaming,The Mamas & the Papas,1992,90s,Mixed,"Pop, Pop Rock, Folk Pop, Folk Rock",,,,,,California DreamingThe Mamas & the Papas
87,Gold on the Ceiling,The Black Keys,2011,2010s,Male,"Pop, Indie Pop, Blues, Alternative Rock, Indie Rock, Garage Rock",,,,,,Gold on the CeilingThe Black Keys
87,Kiss Me,Sixpence None the Richer,1998,90s,Female,"Pop, Indie Pop, Pop Rock, Christian Rock",,,One-Hit Wonder,,,Kiss MeSixpence None the Richer
87,Somethin' Bad (commentary),Miranda Lambert,2014,2010s,Female,"Country, Contemporary Country, Country Pop, Singer-Songwriter",,,,,,Somethin' Bad (commentary)Miranda Lambert
86,Baby Blue,George Strait,1988,80s,Male,"Country, Country Pop",,,,,,Baby BlueGeorge Strait
86,Cheap Sunglasses,ZZ Top,1979,70s,Male,"Rock, Classic Rock, Hard Rock, Blues Rock, Southern Rock",,,Dad Rock,,,Cheap SunglassesZZ Top
86,Life in the Fast Lane,The Eagles,1976,70s,Male,"Rock, Classic Rock",,,Dad Rock,,,Life in the Fast LaneThe Eagles
86,Linger,The Cranberries,1994,90s,Female,"Pop, Folk, Alternative Rock",,,,,,LingerThe Cranberries
86,Sex on Fire,Kings of Leon,2008,2000s,Male,"Pop, Pop Rock, Punk, Alternative Rock, Indie Rock, Garage Rock",,,,4th-of-july,"Fireworks, Block Party",Sex on FireKings of Leon
86,She Talks to Angels,The Black Crowes,1991,90s,Male,"Rock, Hard Rock, Blues Rock, Southern Rock",,,,,,She Talks to AngelsThe Black Crowes
86,Sick and Tired,Cross Canadian Ragweed,2004,2000s,Male,"Country, Alt-Country, Americana, Red Dirt, Folk",,,,,,Sick and TiredCross Canadian Ragweed
86,The Fireman,George Strait,1984,80s,Male,"Country, Country Pop",,,,4th-of-july,"Fireworks, Country Roads",The FiremanGeorge Strait
85,A Symptom of Being Human,Shinedown,2022,2020s,Male,Pop,,,,,,A Symptom of Being HumanShinedown
85,Brain Stew,Green Day,1995,90s,Male,"Rock, Alternative Rock, Punk, Punk Rock",,,,,,Brain StewGreen Day
85,Branded Man,Merle Haggard,1981,80s,Male,"Country, Americana, Outlaw Country, Singer-Songwriter",,,,,,Branded ManMerle Haggard
85,I'm Not the Only One,Sam Smith,2014,2010s,Male,"Pop, Synth-Pop, Soul, R&B, Electronic",,,,,,I'm Not the Only OneSam Smith
85,I'm Still Standing,Elton John,1983,80s,Male,"Pop, Pop Rock, Singer-Songwriter, Hard Rock",,,,,,I'm Still StandingElton John
85,Otherside,Red Hot Chili Peppers,1999,90s,Male,"Rock, Pop Rock, Alternative Rock, Funk",,,,,,OthersideRed Hot Chili Peppers
85,Red Dirt Road,Brooks & Dunn,2003,2000s,Male,"Country, Contemporary Country, Country Pop",,Radio,,,,Red Dirt RoadBrooks & Dunn
85,Rockstar,Nickelback,2005,2000s,Male,"Rock, Pop Rock, Hard Rock, Alternative Rock",,,Dad Rock,,,RockstarNickelback
85,Since U Been Gone,Kelly Clarkson,2003,2000s,Female,"Pop, Dance-Pop, Teen Pop, Pop Rock, Adult Contemporary",,,Breakup Anthem,,,Since U Been GoneKelly Clarkson
85,Snow (Hey Oh),Red Hot Chili Peppers,2006,2000s,Male,"Rock, Pop Rock, Alternative Rock, Funk",,,,,,Snow (Hey Oh)Red Hot Chili Peppers
85,Strokin',Clarence Carter,1981,80s,Male,"Pop, Soul, R&B, Contemporary R&B, Funk",,,,,,Strokin'Clarence Carter
85,Uptown Funk,Mark Ronson feat. Bruno Mars,2014,2010s,Male,"Pop, R&B, Funk",,,,4th-of-july,Block Party,Uptown FunkMark Ronson feat. Bruno Mars
85,Perfect,Ed Sheeran,2017,2010s,Male,"Pop, Dance-Pop, Indie Pop, Pop Rock",,,,,,PerfectEd Sheeran
84,Beer Money,Kip Moore,2012,2010s,Male,Country,,,,,,Beer MoneyKip Moore
84,Coal Miner's Daughter,Loretta Lynn,1970,70s,Female,"Country, Americana, Outlaw Country",,,,,,Coal Miner's DaughterLoretta Lynn
84,Dragula,Rob Zombie,1998,90s,Male,"Rock, Hard Rock, Heavy Metal, Alternative Metal, Electronic",,,,,,DragulaRob Zombie
84,Drunk (and I Don't Wanna Go Home),Elle King & Miranda Lambert,2021,2020s,Female,"Country, Contemporary Country, Country Pop, Alt-Country, Rock",,,,,,Drunk (and I Don't Wanna Go Home)Elle King & Miranda Lambert
84,Grenade,Bruno Mars,2010,2010s,Male,"Pop, Dance-Pop, Contemporary R&B",,,,,,GrenadeBruno Mars
84,Hell and You,Amigo the Devil,2015,2010s,Male,"Folk, Folk Rock",,,,,,Hell and YouAmigo the Devil
84,I Can't Drive 55,Sammy Hagar,1984,80s,Male,"Rock, Classic Rock, Hard Rock, Pop, Heavy Metal",,,,,,I Can't Drive 55Sammy Hagar
84,Keep Your Hands to Yourself,The Georgia Satellites,1986,80s,Male,"Rock, Hard Rock, Southern Rock",,,,,,Keep Your Hands to YourselfThe Georgia Satellites
84,Lost Prayer,Zakk Wylde,2016,2010s,Male,Rock,,,,,,Lost PrayerZakk Wylde
84,Never Ending Story,Limahl,1984,80s,Male,"Pop, Synth-Pop, Rock, New Wave, Electronic",,,,,,Never Ending StoryLimahl
84,One Piece at a Time,Johnny Cash,1978,70s,Male,"Country, Americana, Outlaw Country, Blues, Folk",,,,,,One Piece at a TimeJohnny Cash
84,Proud Mary,Creedence Clearwater Revival,1978,70s,Male,"Rock, Folk Rock, Classic Rock, Blues Rock",,,Dad Rock,,,Proud MaryCreedence Clearwater Revival
84,Right Where I Need to Be,Gary Allan,1999,90s,Male,"Country, Alt-Country",,,,,,Right Where I Need to BeGary Allan
84,"Sugar, We're Goin Down",Fall Out Boy,2005,2000s,Male,"Pop, Pop Rock, Blues, Pop Punk, Emo, Alternative Rock",,,,,,"Sugar, We're Goin DownFall Out Boy"
84,The Devil Named Music,Chris Stapleton,2015,2010s,Male,"Country, Contemporary Country, Americana",,,,,,The Devil Named MusicChris Stapleton
84,Voodoo,Godsmack,1998,90s,Male,"Rock, Hard Rock, Heavy Metal, Metal, Alternative Metal, Alternative Rock",,,,,,VoodooGodsmack
83,Bad Guy,The Interrupters,2019,2010s,Female,"Punk, Punk Rock",,,,,,Bad GuyThe Interrupters
83,Me & Mrs. Jones,Billy Paul,1987,80s,Male,"Pop, Soul",,,,,,Me & Mrs. JonesBilly Paul
83,Pony,Ginuwine,1997,90s,Male,"Soul, R&B, Contemporary R&B",,,,,,PonyGinuwine
83,The Ballad of Curtis Loew,Lynyrd Skynyrd,1974,70s,Male,"Rock, Classic Rock, Southern Rock",,,Dad Rock,,,The Ballad of Curtis LoewLynyrd Skynyrd
83,Valerie,Amy Winehouse,2007,2000s,Female,"Pop, Soul, R&B, Contemporary R&B, Neo-Soul",,,,,,ValerieAmy Winehouse
83,Without Me,Eminem,2002,2000s,Male,,,,,,,Without MeEminem
82,Callin' Baton Rouge,Garth Brooks,1993,90s,Male,"Country, Country Pop",,,,,,Callin' Baton RougeGarth Brooks
82,Easy,Faith No More,1990,90s,Male,"Metal, Alternative Metal, Alternative Rock",,,,,,EasyFaith No More
82,Foolish Games,Jewel,1994,90s,Female,"Pop, Pop Rock, Folk, Alternative Rock",,,,,,Foolish GamesJewel
82,How Do You Sleep?,John Lennon,1971,70s,Male,"Pop, Pop Rock, Folk, Classic Rock",,,,,,How Do You Sleep?John Lennon
82,I Will Survive,Gloria Gaynor,1990,90s,Female,"Pop, Dance-Pop, Soul, Disco",,,"Diva Moment, Breakup Anthem",,,I Will SurviveGloria Gaynor
82,Kiss This,Aaron Tippin,2000,2000s,Male,"Country, Contemporary Country, Modern Country",,,,,,Kiss ThisAaron Tippin
82,Let Me Love You,Mario,2005,2000s,Male,"R&B, Contemporary R&B, Hip-Hop",,,,,,Let Me Love YouMario
82,Never Been to Spain,Three Dog Night,1971,70s,Male,"Pop, Soft Rock, Classic Rock, Southern Rock",,,,,,Never Been to SpainThree Dog Night
82,Overnight Male,George Strait,1992,90s,Male,"Country, Country Pop",,,,,,Overnight MaleGeorge Strait
82,Take It Easy,Eagles,1973,70s,Male,"Pop, Pop Rock, Classic Rock",,,Dad Rock,,,Take It EasyEagles
82,The Lazy Song,Bruno Mars,2010,2010s,Male,"Pop, Dance-Pop, R&B, Contemporary R&B, Hip-Hop, Pop Rap",,,,,,The Lazy SongBruno Mars
81,Angel of the Morning,Juice Newton,1981,80s,Female,"Country, Country Pop, Alt-Country, Pop Rock",,,,,,Angel of the MorningJuice Newton
81,Dear Rodeo,Cody Johnson & Reba McEntire,2020,2020s,Mixed,"Country, Contemporary Country",Duets,,,,,Dear RodeoCody Johnson & Reba McEntire
81,Glitter in the Air,P!nk,2008,2000s,Female,"Pop, Dance-Pop, Pop Rock",,,,,,Glitter in the AirP!nk
81,Higher,Creed,1999,90s,Male,"Folk, Hard Rock, Grunge, Alternative Rock",,Radio,Dad Rock,,,HigherCreed
81,Ice Ice Baby,Vanilla Ice,1990,90s,Male,"Metal, Nu Metal",,,Guilty Pleasure,,,Ice Ice BabyVanilla Ice
81,I'm Just a Girl,No Doubt,1995,90s,Female,"Rock, Alternative Rock, Ska, Reggae",,,,,,I'm Just a GirlNo Doubt
81,Makin' Me Look Good Again,Drake White,2016,2010s,Male,,,,,,,Makin' Me Look Good AgainDrake White
81,Oklahoma Smokeshow,Zach Bryan,2022,2020s,Male,"Country, Alt-Country, Americana",,,,,,Oklahoma SmokeshowZach Bryan
81,When It Rains It Pours,Luke Combs,2016,2010s,Male,"Country, Contemporary Country, Country Pop",,,,,,When It Rains It PoursLuke Combs
5,Hakuna matata,Elton John and Tim Rice,2016,2010s,Male,"Musical Theatre, Show Tune, Disney, Soundtrack",Group Songs,Disney,,,,Hakuna matataElton John and Tim Rice
81,Because of You,Kelly Clarkson,2003,2000s,Female,"Pop, Dance-Pop, Teen Pop, Pop Rock, Adult Contemporary",,,,,,Because of YouKelly Clarkson
81,Don't Go Breaking My Heart,Elton John & Kiki Dee,1976,70s,Mixed,"Rock, Pop Rock, Classic Rock, Hard Rock",Duets,,,,,Don't Go Breaking My HeartElton John & Kiki Dee
80,Aerials,System Of A Down,2001,2000s,Male,"Rock, Hard Rock, Heavy Metal, Metal, Alternative Metal, Nu Metal",,,,,,AerialsSystem Of A Down
80,Ballroom Blitz,Sweet,1973,70s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock",,,,,,Ballroom BlitzSweet
80,Big Girls Don't Cry,Fergie,2006,2000s,Female,"Pop, Adult Contemporary, R&B, Contemporary R&B, Hip-Hop",,,,,,Big Girls Don't CryFergie
80,Come Together,Gary Clark Jr.,2017,2010s,Male,"Blues, Blues Rock, Soul, Contemporary R&B, Hard Rock",,,,,,Come TogetherGary Clark Jr.
80,Dirty Old Town,The Dubliners,1973,70s,Male,"Folk, Punk Rock",,,,,,Dirty Old TownThe Dubliners
80,Dream a Little Dream of Me,The Mamas & the Papas,1968,60s,Female,"Pop, Pop Rock, Folk Pop, Folk Rock",,,,,,Dream a Little Dream of MeThe Mamas & the Papas
80,La Bamba,Los Lobos,1987,80s,Male,"Pop, Pop Rock, Latin Pop, Latin",,,,,,La BambaLos Lobos
80,Last Resort,Papa Roach,2000,2000s,Male,"Rock, Alternative Rock, Pop, Heavy Metal, Alternative Metal",,,,,,Last ResortPapa Roach
80,Nine Ball,Zach Bryan,2023,2020s,Male,"Country, Alt-Country, Americana",,,,,,Nine BallZach Bryan
80,Omerta,Lamb of God,2004,2000s,Male,"Rock, Heavy Metal, Metal, Alternative Metal, Metalcore",,,,,,OmertaLamb of God
80,Psycho Killer,Talking Heads,1977,70s,Male,Rock,,,,,,Psycho KillerTalking Heads
80,Purple Rain,Prince & The Revolution,1985,80s,Male,"Pop, Dance-Pop, Pop Rock",,,Power Ballad,,,Purple RainPrince & The Revolution
80,Sleeping on the Blacktop,Colter Wall,2015,2010s,Male,Country,,,,,,Sleeping on the BlacktopColter Wall
80,The Clincher,Chevelle,2004,2000s,Male,"Rock, Hard Rock, Alternative Rock, Metal",,,,,,The ClincherChevelle
80,Wrecking Ball,Miley Cyrus,2013,2010s,Female,"Pop, Dance-Pop",,,Breakup Anthem,,,Wrecking BallMiley Cyrus
79,I Feel Lucky,Mary Chapin Carpenter,1992,90s,Female,Country,,,,,,I Feel LuckyMary Chapin Carpenter
79,Just What I Needed,The Cars,1978,70s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock",,,,,,Just What I NeededThe Cars
78,All These Things That I've Done,The Killers,2004,2000s,Male,"Pop, Pop Rock, Heartland Rock, Alternative Rock, Indie Rock, Garage Rock",,,,,,All These Things That I've DoneThe Killers
78,Big Empty,Stone Temple Pilots,1995,90s,Male,"Rock, Hard Rock, Alternative Metal, Grunge, Post-Grunge, Alternative Rock",,,,,,Big EmptyStone Temple Pilots
78,Everything About You,Ugly Kid Joe,1992,90s,Male,"Rock, Hard Rock, Alternative Metal, Grunge, Alternative Rock",,,,,,Everything About YouUgly Kid Joe
78,In the End,Linkin Park,2000,2000s,Male,"Rock, Alternative Rock, Heavy Metal, Alternative Metal, Nu Metal",,,,,,In the EndLinkin Park
78,Whatcha Gonna Do With a Cowboy,Chris LeDoux & Garth Brooks,1992,90s,Male,Country,,,,,,Whatcha Gonna Do With a CowboyChris LeDoux & Garth Brooks
78,When You're Evil,Aurelio Voltaire,2022,2020s,Male,,,,,,,When You're EvilAurelio Voltaire
78,Whiskey Bent and Hell Bound,Hank Williams Jr.,1979,70s,Male,"Country, Country Rock, Americana, Outlaw Country",,,,,,Whiskey Bent and Hell BoundHank Williams Jr.
77,Blue on Black,Kenny Wayne Shepherd,1998,90s,Male,Rock,,,,,,Blue on BlackKenny Wayne Shepherd
77,"Mama, I'm Coming Home",Ozzy Osbourne,1991,90s,Male,"Rock, Classic Rock, Hard Rock, Heavy Metal, Metal",,,"Power Ballad, Dad Rock",,,"Mama, I'm Coming HomeOzzy Osbourne"
77,Need a Little Time Off for Bad Behavior,David Allan Coe,1987,80s,Male,"Country, Americana, Outlaw Country",,,,,,Need a Little Time Off for Bad BehaviorDavid Allan Coe
77,Patience,Guns N' Roses,1991,90s,Male,"Rock, Classic Rock, Hard Rock, Glam Metal, Heavy Metal, Punk Rock",,,Dad Rock,,,PatienceGuns N' Roses
77,Enter Sandman,Metallica,1993,90s,Male,"Rock, Hard Rock, Heavy Metal, Metal",,,,may-the-4th,,Enter SandmanMetallica
